title,japanese_title,english_title,type,episodes,status,aired,premiered,broadcast,source,duration,rating,score,ranked,popularity,members,favorites,image_url
Minami-ke Tadaima,みなみけ ただいま,,TV,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,Sundays at 01:00 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.64,#1439,#3024,"59,230",85,https://cdn.myanimelist.net/r/50x70/images/anime/7/53133.jpg?s=baa7ae55e02355d72403ecc80da4b82a
Minami-ke,みなみけ,,TV,13,Finished Airing,"Oct 8, 2007 to Dec 31, 2007",Fall 2007,Mondays at 01:30 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.64,#1438,#1414,"177,019","1,074",https://cdn.myanimelist.net/r/50x70/images/anime/2/75279.jpg?s=1cf59d583303db3c77d4eae91abdba04
Mahou Shoujo ni Akogarete,魔法少女にあこがれて,Gushing over Magical Girls,TV,13,Finished Airing,"Jan 3, 2024 to Mar 27, 2024",Winter 2024,Wednesdays at 23:30 (JST),Web manga,23 min. per ep.,R+ - Mild Nudity,7.64,#1437,#1454,"171,876","1,911",https://cdn.myanimelist.net/r/50x70/images/anime/1525/139345.jpg?s=8c5e0bd0349b3964edfff4fc39c67c68
Machikado Mazoku,まちカドまぞく,The Demon Girl Next Door,TV,12,Finished Airing,"Jul 12, 2019 to Sep 27, 2019",Summer 2019,Fridays at 01:28 (JST),4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,7.64,#1436,#1450,"173,060","1,227",https://cdn.myanimelist.net/r/50x70/images/anime/1633/111518.jpg?s=b79fd7111ee00c5729ad9ac0eed8ae6e
Kidou Senshi Gundam Unicorn RE:0096,機動戦士ガンダムUC（ユニコーン）RE:0096,Mobile Suit Gundam Unicorn RE:0096,TV,22,Finished Airing,"Apr 3, 2016 to Sep 11, 2016",Spring 2016,Sundays at 07:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.64,#1435,#3882,"36,993",181,https://cdn.myanimelist.net/r/50x70/images/anime/1831/132807.jpg?s=af63c36dc480ddd191048a89cd747f5c
Bleach Movie 4: Jigoku-hen,劇場版 BLEACH 地獄篇,Bleach the Movie: Hell Verse,Movie,1,Finished Airing,"Dec 4, 2010",,,Manga,1 hr. 34 min.,PG-13 - Teens 13 or older,7.62,#1500,#1158,"224,324",503,https://cdn.myanimelist.net/r/50x70/images/anime/1554/134492.jpg?s=b479f0e327fb2d1d7986e7bc097a9400
Akuyaku Reijou Tensei Ojisan,悪役令嬢転生おじさん,From Bureaucrat to Villainess: Dad's Been Reincarnated!,TV,12,Currently Airing,"Jan 10, 2025 to ?",Winter 2025,Fridays at 00:26 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.62,#1499,#3535,"44,461",111,https://cdn.myanimelist.net/r/50x70/images/anime/1255/146484.jpg?s=80c0aa0540fffc3de0b7fa21aee11a36
AKB0048: Next Stage,AKB0048 next stage,AKB0048: Next Stage,TV,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,Unknown,,23 min. per ep.,PG-13 - Teens 13 or older,7.62,#1498,#3847,"37,825",321,https://cdn.myanimelist.net/r/50x70/images/anime/11/44450.jpg?s=77d1230e91b3e6b8904251493eceb57e
Aikatsu Stars!,アイカツスターズ！,,TV,100,Finished Airing,"Apr 7, 2016 to Mar 29, 2018",Spring 2016,Thursdays at 18:25 (JST),,24 min. per ep.,PG - Children,7.62,#1497,#4990,"21,347",308,https://cdn.myanimelist.net/r/50x70/images/anime/12/78658.jpg?s=ada29001c5f63ed5b53c36aed3e697c5
Aggressive Retsuko,アグレッシブ烈子,Aggretsuko,TV,100,Finished Airing,"Apr 2, 2016 to Mar 31, 2018",Spring 2016,Saturdays at 12:00 (JST),,1 min. per ep.,PG-13 - Teens 13 or older,7.62,#1496,#2067,"110,541",677,https://cdn.myanimelist.net/r/50x70/images/anime/2/84193.jpg?s=fce612251d3030425e213ada4d59bf8f
Trapp Ikka Monogatari,トラップ 一家 物語,The Trapp Family Story,TV,40,Finished Airing,"Jan 13, 1991 to Dec 22, 1991",Winter 1991,Sundays at 19:30 (JST),,23 min. per ep.,G - All Ages,7.62,#1495,#6981,"9,175",28,https://cdn.myanimelist.net/r/50x70/images/anime/2/17856.jpg?s=045f08da9cc033135c3f46ec8a794c1a
Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,劇場版 転生したらスライムだった件 紅蓮の絆編,That Time I Got Reincarnated as a Slime: The Movie - Scarlet Bond,Movie,1,Finished Airing,"Nov 25, 2022",,,Manga,1 hr. 48 min.,PG-13 - Teens 13 or older,7.62,#1494,#1153,"225,043","1,335",https://cdn.myanimelist.net/r/50x70/images/anime/1745/128238.jpg?s=43da599d02e5617fd1150ca5c1adfb13
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,たまゆら～卒業写真～ 第1部 芽-きざし-,,Movie,1,Finished Airing,"Apr 4, 2015",,,,51 min.,G - All Ages,7.62,#1493,#5987,"13,350",9,https://cdn.myanimelist.net/r/50x70/images/anime/6/71628.jpg?s=41f9f6959ba6afb3c7b1071dc27b253e
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,スラムダンク 吠えろバスケットマン魂!!花道と流川の熱き夏,Slam Dunk: Roar!! Basket Man Spirit,Movie,1,Finished Airing,"Jul 15, 1995",,,Manga,40 min.,PG-13 - Teens 13 or older,7.62,#1492,#5275,"18,583",14,https://cdn.myanimelist.net/r/50x70/images/anime/1931/94408.jpg?s=be40ddb579f53f0fff1b8fe37c3d7b10
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,セクシーコマンドー外伝 すごいよ!! マサルさん,,TV,48,Finished Airing,"Jan 6, 1998 to Apr 1, 1998",Winter 1998,Unknown,Manga,8 min. per ep.,R - 17+ (violence & profanity),7.62,#1491,#5997,"13,307",137,https://cdn.myanimelist.net/r/50x70/images/anime/13/39595.jpg?s=2c353a22c5ad3f7cf295e09b0f70a383
Servant x Service,サーバント×サービス,Servant x Service,TV,13,Finished Airing,"Jul 6, 2013 to Sep 28, 2013",Summer 2013,Saturdays at 03:08 (JST),4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,7.62,#1490,#1134,"228,567",705,https://cdn.myanimelist.net/r/50x70/images/anime/13/51579.jpg?s=42fb6e82aa30c7d7478038b741882a8c
Sekaiichi Hatsukoi,世界一初恋 TV,Sekai Ichi Hatsukoi - World's Greatest First Love,TV,12,Finished Airing,"Apr 9, 2011 to Jun 25, 2011",Spring 2011,Saturdays at 01:05 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.62,#1489,#1162,"223,711","3,042",https://cdn.myanimelist.net/r/50x70/images/anime/6/29763.jpg?s=c6c388e0c501a863f406dd60a9c16897
Seikai no Senki III,星界の戦旗 III,Banner of the Stars III,OVA,2,Finished Airing,"Aug 6, 2005",,,Light novel,37 min. per ep.,PG-13 - Teens 13 or older,7.62,#1488,#5285,"18,516",60,https://cdn.myanimelist.net/r/50x70/images/anime/11/2755.jpg?s=ea4ac16f1044d30f9d3f6f151b0c7383
Seikai no Monshou,星界の紋章,Crest of the Stars,TV,13,Finished Airing,"Jan 3, 1999 to Mar 28, 1999",Winter 1999,Unknown,Light novel,26 min. per ep.,PG-13 - Teens 13 or older,7.62,#1487,#3135,"55,080",469,https://cdn.myanimelist.net/r/50x70/images/anime/1585/99289.jpg?s=1dd24257f5d6defeade03d015b70ca52
Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,佐々木と宮野 恋に気づく前のちょっとした話。,Sasaki and Miyano: A Tiny Episode from Before He Realized His Feelings,OVA,1,Finished Airing,"Jul 27, 2022",,,Manga,23 min.,PG-13 - Teens 13 or older,7.62,#1486,#3766,"39,466",215,https://cdn.myanimelist.net/r/50x70/images/anime/1669/145956.jpg?s=6756bbc9d8a5ebb455f454efd38493f1
Yowamushi Pedal: New Generation,弱虫ペダル NEW GENERATION,,TV,25,Finished Airing,"Jan 10, 2017 to Jun 27, 2017",Winter 2017,Tuesdays at 01:35 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.63,#1485,#2475,"83,480",123,https://cdn.myanimelist.net/r/50x70/images/anime/4/83782.jpg?s=afeda6f8f0be312b33d1a7717dfb39ad
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,時々ボソッとロシア語でデレる隣のアーリャさん,Alya Sometimes Hides Her Feelings in Russian,TV,12,Finished Airing,"Jul 3, 2024 to Sep 18, 2024",Summer 2024,Wednesdays at 23:30 (JST),Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7.61,#1550,#646,"386,949","4,841",https://cdn.myanimelist.net/r/50x70/images/anime/1825/142258.jpg?s=fecd116030764c2fd9df51e8a5a3d8f6
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,THE IDOLM＠STER MOVIE 輝きの向こう側へ！,THE IDOLM@STER MOVIE: BEYOND THE BRILLIANT FUTURE!,Movie,1,Finished Airing,"Jan 25, 2014",,,,2 hr. 1 min.,PG-13 - Teens 13 or older,7.61,#1549,#4632,"25,442",68,https://cdn.myanimelist.net/r/50x70/images/anime/2/71801.jpg?s=491711f62f4ad68aaede01436683cfe7
Tenchi Muyou! Ryououki 2nd Season,天地無用！魎皇鬼,Tenchi Muyo! Ryo-Ohki,OVA,6,Finished Airing,"Sep 25, 1994 to Sep 25, 1995",,,,33 min. per ep.,R+ - Mild Nudity,7.61,#1548,#4293,"29,870",91,https://cdn.myanimelist.net/r/50x70/images/anime/1/2437.jpg?s=bfa60529170606a14359a04af04f7651
Tenchi Muyou! Ryououki,天地無用！魎皇鬼,Tenchi Muyo! Ryo-Ohki,OVA,6,Finished Airing,"Sep 25, 1992 to Mar 25, 1993",,,,29 min. per ep.,R+ - Mild Nudity,7.61,#1547,#3115,"55,787",599,https://cdn.myanimelist.net/r/50x70/images/anime/1224/95301.jpg?s=056f0b61eee3b264ceba33458abe2eaf
Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,蒼穹のファフナー Dead Aggressor EXODUS,,TV,13,Finished Airing,"Oct 3, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 02:25 (JST),,24 min. per ep.,PG-13 - Teens 13 or older,7.61,#1546,#5591,"15,901",88,https://cdn.myanimelist.net/r/50x70/images/anime/7/76538.jpg?s=6837de462be4bc92482896cef82c316a
Shixiong A Shixiong 2nd Season,师兄啊师兄 第二季,My Senior Brother Is Too Steady,ONA,78,Currently Airing,"Dec 14, 2023 to ?",,,,21 min. per ep.,PG-13 - Teens 13 or older,7.6,#1545,#13059,"1,356",6,https://cdn.myanimelist.net/r/50x70/images/anime/1859/140151.jpg?s=528e6a8676371d61da13e79dc9e9f1e3
Shinigami Bocchan to Kuro Maid 2nd Season,死神坊ちゃんと黒メイド,The Duke of Death and His Maid Season 2,TV,12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",Summer 2023,Sundays at 22:00 (JST),Web manga,23 min. per ep.,PG-13 - Teens 13 or older,7.61,#1544,#2335,"91,626",335,https://cdn.myanimelist.net/r/50x70/images/anime/1078/136947.jpg?s=373be378ce68c8a64db6d27032b8b72a
Shingeki no Kyojin: The Final Season Specials,進撃の巨人 The Final Season Specials,"Attack on Titan: Chibi Theater - Survey Corps, The Final!",Special,2,Finished Airing,"Jul 7, 2021 to Aug 4, 2021",,,Manga,5 min. per ep.,G - All Ages,7.61,#1543,#5471,"16,801",98,https://cdn.myanimelist.net/r/50x70/images/anime/1470/117265.jpg?s=acfba36e76d19896d0cd8cb2fa17565f
Shingeki no Bahamut: Genesis,神撃のバハムート GENESIS,Rage of Bahamut: Genesis,TV,12,Finished Airing,"Oct 6, 2014 to Dec 29, 2014",Fall 2014,Mondays at 23:30 (JST),,24 min. per ep.,R - 17+ (violence & profanity),7.61,#1542,#571,"425,158","1,699",https://cdn.myanimelist.net/r/50x70/images/anime/2/67513.jpg?s=a35565ddc71e4e0a798a9b7d102cc248
Senki Zesshou Symphogear AXZ,戦姫絶唱シンフォギアAXZ〈アクシズ〉,Symphogear AXZ,TV,13,Finished Airing,"Jul 2, 2017 to Oct 1, 2017",Summer 2017,Sundays at 01:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.61,#1541,#3823,"38,276",299,https://cdn.myanimelist.net/r/50x70/images/anime/3/86584.jpg?s=7962d76ddb7565b3c81797abcbd2024b
Rozen Maiden: Träumend,ローゼンメイデン トロイメント,Rozen Maiden: Träumend,TV,12,Finished Airing,"Oct 21, 2005 to Jan 27, 2006",Fall 2005,Fridays at 01:55 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.61,#1540,#2099,"108,004",462,https://cdn.myanimelist.net/r/50x70/images/anime/4/10242.jpg?s=4d6fd6996e5db422fbd6a0b042a3fac4
R.O.D: Read or Die,R.O.D リード・オア・ダイ,R.O.D - Read or Die,OVA,3,Finished Airing,"May 23, 2001 to Feb 6, 2002",,,Light novel,31 min. per ep.,PG-13 - Teens 13 or older,7.61,#1539,#2729,"71,471",356,https://cdn.myanimelist.net/r/50x70/images/anime/1824/98849.jpg?s=5990ca638e43a5c48df2664f94b667d6
Piano no Mori,ピアノの森 The Perfect World of Kai,The Piano Forest,Movie,1,Finished Airing,"Jul 21, 2007",,,Manga,1 hr. 40 min.,G - All Ages,7.61,#1538,#2747,"70,271",122,https://cdn.myanimelist.net/r/50x70/images/anime/9/45012.jpg?s=19df06b3f60f3cc79301ae6b7a20037a
Persona 3 the Movie 2: Midsummer Knight's Dream,PERSONA3 THE MOVIE —#2 Midsummer Knight's Dream—,Persona 3 the Movie: #2 Midsummer Knight's Dream,Movie,1,Finished Airing,"Jun 7, 2014",,,,1 hr. 38 min.,R - 17+ (violence & profanity),7.61,#1537,#2339,"91,459",233,https://cdn.myanimelist.net/r/50x70/images/anime/11/61681.jpg?s=b28674a40e7315fd13976ba068a74e80
Owari no Seraph: Nagoya Kessen-hen,終わりのセラフ　名古屋決戦編,Seraph of the End: Battle in Nagoya,TV,12,Finished Airing,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 22:00 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),7.61,#1536,#250,"818,746","2,968",https://cdn.myanimelist.net/r/50x70/images/anime/9/76632.jpg?s=bae15204f2080371d7ce0e712a245ecd
Osomatsu-san 2nd Season,おそ松さん 第2期,Mr. Osomatsu 2,TV,25,Finished Airing,"Oct 3, 2017 to Mar 27, 2018",Fall 2017,Tuesdays at 01:35 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),7.61,#1535,#3108,"56,162",241,https://cdn.myanimelist.net/r/50x70/images/anime/13/88328.jpg?s=cdb55a4dd8e9339d8b38dd1a6bf4d7f0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,やはり俺の青春ラブコメはまちがっている。OVA「こちらとしても彼ら彼女らの行く末に幸多からんことを願わざるを得ない。」,My Teen Romantic Comedy SNAFU OVA,OVA,1,Finished Airing,"Sep 19, 2013",,,Light novel,23 min.,PG-13 - Teens 13 or older,7.59,#1600,#915,"280,221",491,https://cdn.myanimelist.net/r/50x70/images/anime/9/54831.jpg?s=24bb9e2676873fc31878ac0c0b17ade2
Uma Musume: Pretty Derby Season 3,ウマ娘 プリティーダービー Season 3,,TV,13,Finished Airing,"Oct 5, 2023 to Dec 28, 2023",Fall 2023,Thursdays at 00:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.59,#1599,#4712,"24,337",86,https://cdn.myanimelist.net/r/50x70/images/anime/1475/138948.jpg?s=053cc22f743f77553566d6be7c86cd94
Uchuu Kyoudai: Number Zero,宇宙兄弟#0[ナンバー・ゼロ],Space Brothers #0,Movie,1,Finished Airing,"Aug 9, 2014",,",",Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,7.59,#1598,#7392,"7,919",5,https://cdn.myanimelist.net/r/50x70/images/anime/5/61639.jpg?s=56b2a530c44a658cc2bb6e0f7722c7d5
Top wo Nerae 2! Diebuster,トップをねらえ2！DIEBUSTER,Gunbuster 2,OVA,6,Finished Airing,"Oct 3, 2004 to Aug 25, 2006",,,,29 min. per ep.,R+ - Mild Nudity,7.59,#1597,#2516,"81,304",877,https://cdn.myanimelist.net/r/50x70/images/anime/7/50475.jpg?s=5600f21c90878046d1375732dc11d336
Toaru Hikuushi e no Tsuioku,とある飛空士への追憶,The Princess and the Pilot,Movie,1,Finished Airing,"Oct 1, 2011",,,Light novel,1 hr. 39 min.,PG-13 - Teens 13 or older,7.59,#1596,#2584,"77,708",287,https://cdn.myanimelist.net/r/50x70/images/anime/3/36903.jpg?s=5a8ce3589c48bfaba6992129182d0aac
Tianbao Fuyao Lu,天宝伏妖录,Legend of Exorcism,ONA,13,Finished Airing,"Jul 5, 2020 to Sep 20, 2020",,,,20 min. per ep.,PG-13 - Teens 13 or older,7.59,#1595,#6747,"9,980",125,https://cdn.myanimelist.net/r/50x70/images/anime/1432/105225.jpg?s=b8e937ea0ca0b5e0147979713dc8f8b7
Tensura Nikki: Tensei shitara Slime Datta Ken,転スラ日記 転生したらスライムだった件,The Slime Diaries,TV,12,Finished Airing,"Apr 6, 2021 to Jun 22, 2021",Spring 2021,Tuesdays at 23:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.59,#1594,#699,"359,715","2,106",https://cdn.myanimelist.net/r/50x70/images/anime/1458/117607.jpg?s=676ea436c86f8749b9231305a18c2638
Shinigami Bocchan to Kuro Maid,死神坊ちゃんと黒メイド,The Duke of Death and His Maid,TV,12,Finished Airing,"Jul 4, 2021 to Sep 19, 2021",Summer 2021,Sundays at 22:00 (JST),Web manga,24 min. per ep.,PG-13 - Teens 13 or older,7.59,#1593,#982,"264,050","1,734",https://cdn.myanimelist.net/r/50x70/images/anime/1471/115593.jpg?s=fd7b709d1debf2bf7204e541f1e868ae
Shin Tennis no Oujisama vs. Genius 10,新テニスの王子様 vs Genius10,The Prince of Tennis II vs Genius10,OVA,10,Finished Airing,"Oct 29, 2014 to Jun 26, 2015",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.59,#1592,#5079,"20,407",55,https://cdn.myanimelist.net/r/50x70/images/anime/12/65403.jpg?s=a0944f886d3a40bbd146f8a4f20b97aa
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,神澜奇域无双珠 天魔篇,The Land of Miracles 2nd Season,ONA,15,Finished Airing,"Jan 14, 2023 to Apr 15, 2023",,,,20 min. per ep.,PG-13 - Teens 13 or older,7.59,#1591,#14192,"1,004",7,https://cdn.myanimelist.net/r/50x70/images/anime/1349/132466.jpg?s=a7c27af26b6fa7d6b86bddfb35ea5190
Sengoku Youko: Senma Konton-hen,戦国妖狐 千魔混沌編,Sengoku Youko 2nd Season,TV,22,Finished Airing,"Jul 18, 2024 to Dec 26, 2024",Summer 2024,Thursdays at 00:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.59,#1590,#4765,"23,786",79,https://cdn.myanimelist.net/r/50x70/images/anime/1948/143550.jpg?s=59f39da2c8aff20b356558afb44cd6e4
Yama no Susume Third Season,ヤマノススメ サードシーズン,Encouragement of Climb Season 3,TV,13,Finished Airing,"Jul 3, 2018 to Sep 25, 2018",Summer 2018,Tuesdays at 01:40 (JST),Manga,13 min. per ep.,PG-13 - Teens 13 or older,7.6,#1589,#4455,"27,781",67,https://cdn.myanimelist.net/r/50x70/images/anime/1070/93809.jpg?s=de80d7d5744a560c72c5d595aa1b7c84
White Album 2,ホワイトアルバム2,White Album 2,TV,13,Finished Airing,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,Unknown,,23 min. per ep.,PG-13 - Teens 13 or older,7.6,#1588,#1020,"254,254","3,360",https://cdn.myanimelist.net/r/50x70/images/anime/1674/142746.jpg?s=195966daaeb24bdd61bc3e5d3922933b
The iDOLM@STER,アイドルマスター,THE IDOLM@STER,TV,25,Finished Airing,"Jul 8, 2011 to Dec 23, 2011",Summer 2011,Fridays at 01:25 (JST),,24 min. per ep.,PG-13 - Teens 13 or older,7.6,#1587,#1585,"156,240","1,684",https://cdn.myanimelist.net/r/50x70/images/anime/1682/142758.jpg?s=fa2893589f9a3dc93094158847f48348
Tegamibachi,テガミバチ,Tegami Bachi: Letter Bee,TV,25,Finished Airing,"Oct 3, 2009 to Mar 27, 2010",Fall 2009,Saturdays at 22:55 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.6,#1586,#1889,"124,271",751,https://cdn.myanimelist.net/r/50x70/images/anime/9/71808.jpg?s=be66c8d2b9ab60b8066e420c9cd255c0
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,少女☆歌劇 レヴュースタァライト ロンド・ロンド・ロンド,,Movie,1,Finished Airing,"Aug 7, 2020",,,,2 hr.,PG-13 - Teens 13 or older,7.6,#1585,#7303,"8,224",30,https://cdn.myanimelist.net/r/50x70/images/anime/1542/108494.jpg?s=e70f0d1da74d025bce72dda8b2e1d0cb
Akudama Drive,アクダマドライブ,Akudama Drive,TV,12,Finished Airing,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,Thursdays at 21:30 (JST),,24 min. per ep.,R - 17+ (violence & profanity),7.58,#1650,#523,"458,607","3,880",https://cdn.myanimelist.net/r/50x70/images/anime/1468/109172.jpg?s=7d623bbc59ef48f0e569ea75656fd3ac
Akiba Meido Sensou,アキバ冥途戦争,Akiba Maid War,TV,12,Finished Airing,"Oct 7, 2022 to Dec 23, 2022",Fall 2022,Fridays at 00:00 (JST),,23 min. per ep.,R - 17+ (violence & profanity),7.58,#1649,#1448,"173,640","1,133",https://cdn.myanimelist.net/r/50x70/images/anime/1217/129604.jpg?s=6cbfd83c29b78038614cd4bca8f0a1dd
Zhu Xian,诛仙,Jade Dynasty,ONA,26,Finished Airing,"Aug 2, 2022 to Jan 17, 2023",,,,22 min. per ep.,PG-13 - Teens 13 or older,7.58,#1648,#9314,"4,350",51,https://cdn.myanimelist.net/r/50x70/images/anime/1830/117534.jpg?s=2d03710b02721821b6594095ca162aaa
Yowamushi Pedal: Glory Line,弱虫ペダル GLORY LINE,,TV,25,Finished Airing,"Jan 9, 2018 to Jun 26, 2018",Winter 2018,Tuesdays at 02:05 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.58,#1647,#2941,"62,346",100,https://cdn.myanimelist.net/r/50x70/images/anime/3/88489.jpg?s=61515484297a44dc8dc54a43e914d1d3
Yao Shen Ji 8th Season,妖神记 第8季,Tales of Demons and Gods Season 8,ONA,52,Finished Airing,"Apr 30, 2024 to Jul 20, 2024",,,,8 min. per ep.,PG-13 - Teens 13 or older,7.58,#1646,#12632,"1,548",6,https://cdn.myanimelist.net/r/50x70/images/anime/1939/142733.jpg?s=2e1afbf5a18e773f60be1769f9d79fad
World Trigger,ワールドトリガー,World Trigger,TV,73,Finished Airing,"Oct 5, 2014 to Apr 3, 2016",Fall 2014,Sundays at 06:30 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.58,#1645,#544,"443,236","2,978",https://cdn.myanimelist.net/r/50x70/images/anime/1783/106843.jpg?s=7effdb9d0b7afd81b198daa100920c81
Wanneng Lian Ai Zahuo Dian,万能恋爱杂货店,Love Magic Grocery,ONA,16,Finished Airing,"Nov 9, 2023 to Feb 8, 2024",,,Manga,17 min. per ep.,PG-13 - Teens 13 or older,7.58,#1644,#13480,"1,213",79,https://cdn.myanimelist.net/r/50x70/images/anime/1223/139544.jpg?s=920b55549fd90c478670a92d9e1e54ab
Tensei shitara Slime Datta Ken: Coleus no Yume,転生したらスライムだった件 コリウスの夢,That Time I Got Reincarnated as a Slime: Visions of Coleus,ONA,3,Finished Airing,"Nov 2, 2023",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.58,#1643,#2280,"95,619",308,https://cdn.myanimelist.net/r/50x70/images/anime/1570/135813.jpg?s=02af66956f7bf99061db0f469e65c169
Tennis no Oujisama: Another Story - Kako to Mirai no Message,テニスの王子様　OVA ANOTHER STORY ～過去と未来のメッセージ,The Prince of Tennis: Another Story - Messages From Past and Future,OVA,4,Finished Airing,"May 26, 2009 to Sep 25, 2009",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.58,#1642,#5568,"16,078",22,https://cdn.myanimelist.net/r/50x70/images/anime/1907/133535.jpg?s=403e5b19f8dfc7a7942d580f75eb2603
Sword Art Online: Alicization - War of Underworld,ソードアート・オンライン アリシゼーション War of Underworld,Sword Art Online: Alicization - War of Underworld,TV,12,Finished Airing,"Oct 13, 2019 to Dec 29, 2019",Fall 2019,Sundays at 00:00 (JST),Light novel,23 min. per ep.,R - 17+ (violence & profanity),7.58,#1641,#255,"799,729","3,732",https://cdn.myanimelist.net/r/50x70/images/anime/1630/103417.jpg?s=b74d7934124682608cfac2b9c8e55cf0
Soredemo Sekai wa Utsukushii,それでも世界は美しい,The World is Still Beautiful,TV,12,Finished Airing,"Apr 6, 2014 to Jun 29, 2014",Spring 2014,Sundays at 02:20 (JST),Manga,22 min. per ep.,PG-13 - Teens 13 or older,7.58,#1640,#784,"327,069","2,010",https://cdn.myanimelist.net/r/50x70/images/anime/4/59259.jpg?s=42293e6bf8673c3f610cc04a2f8a39c3
Saint Seiya: Meiou Hades Elysion-hen,聖闘士星矢 冥王ハーデス エリシオン編,Saint Seiya: The Hades Chapter - Elysion,OVA,6,Finished Airing,"Mar 7, 2008 to Aug 1, 2008",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.58,#1639,#3595,"42,967",114,https://cdn.myanimelist.net/r/50x70/images/anime/9/55659.jpg?s=6fb22f81c157b67a70b9a8540e53447d
Ranma ½: Yomigaeru Kioku,らんま1/2 SPECIAL よみがえる記憶,Ranma 1/2 Special: Reawakening Memories,OVA,2,Finished Airing,"Dec 16, 1994 to Feb 17, 1995",,,Manga,30 min. per ep.,PG-13 - Teens 13 or older,7.58,#1638,#5063,"20,602",34,https://cdn.myanimelist.net/r/50x70/images/anime/11/63453.jpg?s=0a5505f14a05ddf4d3ea75248cc0ede1
Naruto: Shippuuden - Sunny Side Battle,ナルト-NARUTO-疾風伝 サニー・サイド・バトル,Naruto Shippuden: Sunny Side Battle,Special,1,Finished Airing,"Oct 6, 2013",,,,11 min.,PG-13 - Teens 13 or older,7.58,#1637,#2613,"76,159",178,https://cdn.myanimelist.net/r/50x70/images/anime/1047/91638.jpg?s=0fc6795322dd479caca2103d775de05b
